Nom_route,Num_bornea_route,Dist_metre_apres_bornea,Type_recensement,Classe_route,Declinaison_classe_route,Nom_compteur_perm,Num_borneb_route,Dis_metre_apres_borneb,Moy_jour_ann_tous_vehi_2009,Moy_jour_ann_poidsL_2009,Moy_jour_ann_tous_vehi_2010,Moy_jour_ann_poidsL_2010,Mode_comptage,LATITUDE,LONGITUDE
44 D0723,32,700,P,LS,RM,LA MONTAGNE,32,700,22918,710,23748,760,CP,47.1727366896,-1.67596811578
44 D0723,35,0,RG,LS,RM,Poste Secondaire,35,0,46126,2090,46622,2185,CT_A1,47.1674364234,-1.64545645402
44 D0723,37,550,P,LS,RM,BOUGUENAY,37,550,56580,3565,57564,3627,CP,47.170701709,-1.61682510162
44 D0723,38,500,RG,LS,RM,Poste Secondaire,38,500,,,0,0,?,47.1776388232,-1.60968858958
44 D0723,49,300,P,RP1,RM,LE CELLIER,49,300,15258,1266,15167,1213,CP,47.307251128,-1.39149864107
44 D0723,59,500,RG,RP1,RM,,59,500,,,0,0,?,47.3555807903,-1.29400026083
44 D0723,76,0,RG,RP1,RM,,76,0,,,0,0,?,47.3881771644,-1.09101148137
44 D0751,18,300,P,LS,RM,BOUAYE,18,300,22780,1321,22788,1276,CP,47.1459773855,-1.70011914053
44 D0751,28,0,RG,LS,RM,CHEMERE,28,0,12093,851,12223,890,CT_A1,47.1291811224,-1.81846625081
44 D0751,44,0,RG,RP1,RM,,44,0,10359,624,10470,652,CT_A1,47.1119848462,-2.01933250913
44 D0751,51,0,RG,RDL2,RDL,,51,0,821,25,830,26,CT_A1,47.1206041702,-2.15413809975
44 D0753,4,0,RG,RP2,RM,,4,0,5429,543,5487,568,CT_A1,46.9716837718,-1.40974025344
44 D0753,10,800,P,RP2,RM,LEGE,10,800,5635,535,5545,521,CP,46.9058623852,-1.5620786742
44 D0753,17,0,RG,RP2,RM,,17,0,5751,640,5813,669,CT_A1,46.8831602923,-1.63271914996
44 D0758,2,0,RG,RP2,RM,,2,0,10887,642,11004,671,CT_A1,47.1166971168,-1.76948944133
44 D0758,9,100,P,RP2,RM,STE PAZANNE,9,100,4786,279,4578,284,CP,47.0863004211,-1.8482629379
44 D0763,0,200,P,RDL2,RDL,ANCENIS,0,200,13082,859,13007,845,CP,47.3627239786,-1.17706588511
44 D0763,4,950,RG,RP2,RM,Poste Secondaire,4,950,4526,495,4575,518,CT_A1,47.21601268,-1.23653028666
44 D0763,13,500,P,LS,RM,MOUZILLON,13,500,10927,905,11302,735,CP,47.1465434087,-1.28104040045
44 D0771,29,500,P,RP1,RM,LOUISFERT,29,500,8807,907,8970,933,CP,47.69669848,-1.41299185954
44 D0771,39,500,RG,RP1,RM,,39,500,5184,513,5240,536,CT_A1,47.7411286484,-1.28747235313
44 D0772,6,0,RG,RDL2,RDL,,6,0,1608,82,1625,86,CT_A1,47.7579045153,-1.45124154764
44 D0773,13,0,RG,RP2,RM,,13,0,8598,668,8691,698,CT_A1,47.505540894,-2.04222551224
44 D0773,25,400,P,RDL1,RDL,BESNE,25,400,10458,1412,10271,1736,CP,47.4027436013,-2.09487830371
44 D0774,3,800,P,RP2,RM,D774/D2,3,800,6290,535,6316,556,CP,47.4690933868,-2.30836442007
44 D0774,8,0,RG,RP2,RM,,8,0,6794,446,6867,466,CT_A1,47.436407765,-2.32571528219
44 D0774,16,300,P,RP2,RM,SAINT MOLF,16,300,6647,538,6913,581,CP,47.3779687122,-2.39256543681
44 D0774,27,300,RG,RP2,RM,,27,300,6550,524,6620,548,CT_A1,47.288266868,-2.44438645858
44 D0775,21,0,RG,RP2,RM,,21,0,2099,242,2122,253,CT_A1,47.6477276088,-1.74948469883
44 D0775,39,700,P,RP2,RM,AVESSAC,39,700,2771,210,2781,203,CP,47.6384646049,-1.98874809314
44 D0878,4,0,RG,RP2,RM,,4,0,1313,139,1327,145,CT_A1,47.665059972,-1.1922584823
44 D0878,23,0,RG,RP2,RM,,23,0,3224,394,3259,412,CT_A1,47.499639539,-1.17619039861
44 D0923,7,800,P,RP2,RM,MESANGER,7,800,6686,749,6654,772,CP,47.4488212511,-1.18064534549
44 D0923,14,0,RG,LS,RM,,14,0,13831,1718,13980,1796,CT_A1,47.394526431,-1.18951677768
44 D0937,6,950,P,RP2,RM,LE BIGNON,6,950,10881,1001,11067,1051,CP,47.0965910583,-1.53253817268
44 D0965,6,0,RG,RDL1,RDL,,6,0,4822,239,4874,250,CT_A1,47.2675870851,-1.69090753847
44 D0002,65,500,RECENS_2010,RDL1,RDL,,65,500,,,2433,134,CT_A,47.5212835011,-1.99607076558
44 D0002,76,600,RECENS_2010,RDL2,RDL,,76,,,,3855,262,CT_A,47.4984806592,-2.13604434879
44 D0003,28,0,RECENS_2010,RDL1,RDL,,28,0,,,2969,217,CT_A,47.4850917129,-1.90908432962
44 D0004,16,800,RECENS_2010,RDL2,RDL,,16,800,,,4029,109,CT_A,47.3871064186,-2.13853931146
44 D0007,17,0,RECENS_2010,RDL1,RDL,,17,0,,,2111,163,CT_A,47.1604692795,-1.341488363
44 D0009,0,100,RECENS_2010,RP2,RM,,0,100,,,1822,121,CT_A,47.5242431663,-1.175714527
44 D0009,8,0,RECENS_2010,RDL2,RDL,,8,,,,1018,64,CT_A,47.4828522525,-1.24544061603
44 D0011,3,200,RECENS_2010,RDL2,RDL,,3,200,,,1314,49,CT_A,47.100833973,-1.50025053645
44 D0011,11,0,RECENS_2010,RPU,RM,,11,0,,,6119,254,CT_A,47.1244764613,-1.59657592353
44 D0011,20,0,RECENS_2010,RPU,RM,,20,0,,,1893,83,CT_A,47.1605606897,-1.71653792891
44 D0012,6,900,RECENS_2010,RDL1,RDL,,6,900,,,2227,132,CT_A,46.9921028315,-1.44978418565
44 D0013,16,900,RECENS_2010,RP2,RM,,16,900,,,9629,892,CT_A,46.9920215197,-1.8010514689
44 D0014,16,200,RECENS_2010,RDL2,RDL,,16,,,,715,45,CT_A,47.6433141416,-1.32308325232
44 D0015,30,0,RECENS_2010,RDL2,RDL,,30,,,,2877,306,CT_A,47.44194928,-1.7814882064
44 D0016,16,0,RECENS_2010,RP2,RM,,16,0,,,3444,343,CT_A,47.4282314996,-1.56895389221
44 D0017,14,700,RECENS_2010,RDL2,RDL,,14,,,,823,37,CT_A,47.4467980787,-1.98432967757
44 D0017,41,900,RECENS_2010,RP2,RM,,41,900,,,7061,463,CT_A,47.2644872941,-1.76584777725
44 D0018,5,0,RECENS_2010,RDL2,RDL,,5,0,,,295,11,CT_A,47.3875637306,-0.98488571869
44 D0021,18,700,RECENS_2010,RDL2,RDL,,18,,,,1981,159,CT_A,47.4243702876,-1.2407415116
44 D0023,11,800,RECENS_2010,RDL2,RDL,,11,,,,1198,35,CT_A,47.3917959735,-1.34253254979
44 D0023,16,0,RECENS_2010,RDL1,RDL,,16,0,,,3924,176,CT_A,47.41308994,-1.38626832113
44 D0026,18,700,RECENS_2010,RDL2,RDL,,18,700,,,512,26,CT_A,47.4861638848,-1.35566843924
44 D0026,45,600,RECENS_2010,RDL2,RDL,,45,,,,1711,136,CT_A,47.2950971115,-1.64020767467
44 D0028,10,0,RECENS_2010,RDL2,RDL,,10,,,,601,38,CT_A,47.4688897822,-1.09088028919
44 D0031,3,0,RECENS_2010,RDL2,RDL,,3,,,,2136,142,CT_A,47.4689938421,-1.42001707353
44 D0031,41,300,RECENS_2010,RDL1,RDL,,41,300,,,435,27,CT_A,47.2300429932,-1.20762980447
44 D0032,21,500,RECENS_2010,RDL2,RDL,,21,500,,,315,23,CT_A,47.6342109502,-1.30158179138
44 D0033,81,0,RECENS_2010,RP2,RM,,81,0,,,7714,655,CT_A,47.4473212378,-2.27416192527
44 D0033,92,0,RECENS_2010,RDL1,RDL,,92,0,,,4272,189,CT_A,47.4108949277,-2.39877830195
44 D0033,99,0,RECENS_2010,RDL2,RDL,,99,0,,,2611,167,CT_A,47.372224286,-2.46784266547
44 D0035,26,800,RECENS_2010,RDL2,RDL,,26,800,,,1766,85,CT_A,47.5235824423,-1.6121705347
44 D0037,22,0,RECENS_2010,RPU,RM,,22,0,,,5478,108,CT_A,47.3277398869,-1.51147988764
44 D0037,30,500,RECENS_2010,RP2,RM,,30,500,,,6378,219,CT_A,47.2751821245,-1.44738008936
44 D0037,42,100,RECENS_2010,RDL1,RDL,,42,100,,,3704,225,CT_A,47.2314013105,-1.31788645832
44 D0039,46,600,RECENS_2010,RPU,RM,,46,,,,13986,442,CT_A,47.2891067056,-1.54953467907
44 D0040,2,600,RECENS_2010,RDL2,RDL,,2,600,,,461,23,CT_A,47.6519353267,-1.28499386635
44 D0042,34,400,RECENS_2010,RDL2,RDL,,34,,,,1392,61,CT_A,47.3906035196,-1.71604546015
44 D0044,38,300,RECENS_2010,RDL2,RDL,,38,300,,,1489,53,CT_A,47.5573655946,-1.70082806132
44 D0047,6,200,RECENS_2010,RDL1,RDL,,6,200,,,5709,174,CT_A,47.4068218289,-2.29686082494
44 D0049,10,200,RECENS_2010,RDL2,RDL,,10,,,,1813,89,CT_A,47.3295807717,-1.6533871002
44 D0049,28,100,RECENS_2010,RDL1,RDL,,28,100,,,3521,323,CT_A,47.2944146813,-1.86320015678
44 D0051,9,300,RECENS_2010,RDL1,RDL,,9,300,,,4074,186,CT_A,47.370117977,-2.35434387804
44 D0054,17,100,RECENS_2010,RDL2,RDL,,17,100,,,974,81,CT_A,46.9828087539,-1.40609379738
44 D0057,8,700,RECENS_2010,RDL2,RDL,,8,,,,3156,109,CT_A,47.0787922436,-1.49463941573
44 D0058,23,600,RECENS_2010,RDL2,RDL,,23,600,,,4453,168,CT_A,47.1677151792,-1.50006288975
44 D0059,13,0,RECENS_2010,RDL1,RDL,,13,0,,,3906,101,CT_A,47.146747795,-1.4244493391
44 D0059,20,0,RECENS_2010,RPU,RM,,20,0,,,14357,698,CT_A,47.1789177673,-1.48140801491
44 D0061,12,500,RECENS_2010,RDL2,RDL,,12,500,,,1967,74,CT_A,47.0126852165,-1.62070654923
