Annee,LATITUDE,LONGITUDE,Commune,CodeInsee,Mont_desc_gares
2004,46.720609,-1.94591,Saint-Hilaire-de-Riez,85226,54
2016,46.720609,-1.94591,Saint-Hilaire-de-Riez SNCF,85226,91
2005,48.028359,0.372322,Saint-Mars-la-Brière,72300,59
2006,48.028359,0.372322,Saint-Mars-la-Brière,72300,50
2007,48.028359,0.372322,Saint-Mars-la-Brière,72300,56
2008,48.028359,0.372322,Saint-Mars-la-Brière,72300,27
2010,48.028359,0.372322,Saint-Mars-la-Brière,72300,51
2013,48.028359,0.372322,Saint-Mars-la-Brière,72300,86
2015,48.028359,0.372322,Saint-Mars-la-Brière,72300,60
2016,48.028359,0.372322,Saint-Mars-la-Brière,72300,54
2004,48.028359,0.372322,Saint-Mars-la-Brière,72300,41
2005,46.564164,-1.715398,Saint-Mathurin,85250,211
2006,46.564164,-1.715398,Saint-Mathurin,85250,170
2007,46.564164,-1.715398,Saint-Mathurin,85250,170
2008,46.564164,-1.715398,Saint-Mathurin,85250,136
2010,46.564164,-1.715398,Saint-Mathurin,85250,150
2013,46.564164,-1.715398,Saint-Mathurin,85250,227
2015,46.564164,-1.715398,Saint-Mathurin,85250,339
2016,46.564164,-1.715398,Saint-Mathurin,85250,289
2004,46.564164,-1.715398,Saint-Mathurin,85250,186
2005,47.278984,-2.210437,Saint-Nazaire,44184,2428
2006,47.278984,-2.210437,Saint-Nazaire,44184,2249
2007,47.278984,-2.210437,Saint-Nazaire,44184,2416
2008,47.278984,-2.210437,Saint-Nazaire,44184,2552
2010,47.278984,-2.210437,Saint-Nazaire,44184,2368
2013,47.278984,-2.210437,Saint-Nazaire,44184,2430
2015,47.278984,-2.210437,Saint-Nazaire,44184,2924
2016,47.278984,-2.210437,Saint-Nazaire,44184,2746
2004,47.278984,-2.210437,Saint-Nazaire,44184,2104
2005,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,174
2006,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,159
2007,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,146
2008,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,117
2010,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,211
2013,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,159
2015,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,136
2016,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,185
2004,48.114427,-1.026881,Saint-Pierre-la-Cour,53247,151
2016,47.206501,-1.50366,Saint-Sébastien Frêne Rond,44190,282
2016,47.206501,-1.50366,Saint-Sébastien Pas Enchantés,44190,426
2005,47.206501,-1.50366,Saint-Sébastien-sur-Loire,44190,1095
2006,47.206501,-1.50366,Saint-Sébastien-sur-Loire,44190,1086
2007,47.206501,-1.50366,Saint-Sébastien-sur-Loire,44190,748
2008,47.206501,-1.50366,Saint-Sébastien-sur-Loire,44190,632
2010,47.206501,-1.50366,Saint-Sébastien-sur-Loire,44190,615
2013,47.206501,-1.50366,Saint-Sébastien-sur-Loire,44190,492
2015,47.206501,-1.50366,Saint-Sébastien-sur-Loire,44190,698
2004,47.206501,-1.50366,Saint-Sébastien-sur-Loire,44190,313
2005,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,268
2006,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,229
2007,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,318
2008,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,306
2010,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,350
2013,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,312
2015,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,392
2016,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,367
2004,47.276182,-1.781298,Saint-Étienne-de-Montluc,44158,262
2005,47.102143,-1.811466,Sainte-Pazanne,44186,351
2006,47.102143,-1.811466,Sainte-Pazanne,44186,252
2007,47.102143,-1.811466,Sainte-Pazanne,44186,271
2008,47.102143,-1.811466,Sainte-Pazanne,44186,255
2010,47.102143,-1.811466,Sainte-Pazanne,44186,403
2013,47.102143,-1.811466,Sainte-Pazanne,44186,549
2015,47.102143,-1.811466,Sainte-Pazanne,44186,687
2016,47.102143,-1.811466,Sainte-Pazanne,44186,734
2004,47.102143,-1.811466,Sainte-Pazanne,44186,278
2005,47.258648,-0.079227,Saumur,49328,1497
2006,47.258648,-0.079227,Saumur,49328,1405
2007,47.258648,-0.079227,Saumur,49328,1500
2008,47.258648,-0.079227,Saumur,49328,1359
2010,47.258648,-0.079227,Saumur,49328,1520
2013,47.258648,-0.079227,Saumur,49328,1735
2015,47.258648,-0.079227,Saumur,49328,1743
2016,47.258648,-0.079227,Saumur,49328,1718
2004,47.258648,-0.079227,Saumur,49328,1387
2005,47.360387,-1.942908,Savenay,44195,1312
2006,47.360387,-1.942908,Savenay,44195,1404
2007,47.360387,-1.942908,Savenay,44195,1477
2008,47.360387,-1.942908,Savenay,44195,1551
2010,47.360387,-1.942908,Savenay,44195,1987
2013,47.360387,-1.942908,Savenay,44195,2005
2015,47.360387,-1.942908,Savenay,44195,2203
2016,47.360387,-1.942908,Savenay,44195,2397
2004,47.360387,-1.942908,Savenay,44195,1204
2005,47.382788,-0.658652,Savennières,49329,98
2006,47.382788,-0.658652,Savennières,49329,83
2007,47.382788,-0.658652,Savennières,49329,93
2008,47.382788,-0.658652,Savennières,49329,71
2010,47.382788,-0.658652,Savennières,49329,73
2013,47.382788,-0.658652,Savennières,49329,146
2015,47.382788,-0.658652,Savennières,49329,153
2004,47.382788,-0.658652,Savennières,49329,91
2016,47.382788,-0.658652,Savennières - Béhuard,49329,159
2016,48.104559,0.583003,Sceaux - Boëssé,72331,87
2005,48.104559,0.583003,Sceaux-sur-Huisne,72331,13
2006,48.104559,0.583003,Sceaux-sur-Huisne,72331,14
2007,48.104559,0.583003,Sceaux-sur-Huisne,72331,7
2008,48.104559,0.583003,Sceaux-sur-Huisne,72331,10
2010,48.104559,0.583003,Sceaux-sur-Huisne,72331,12
2013,48.104559,0.583003,Sceaux-sur-Huisne,72331,32
2015,48.104559,0.583003,Sceaux-sur-Huisne,72331,35
2004,48.104559,0.583003,Sceaux-sur-Huisne,72331,8
2005,48.182598,-0.129779,Sillé-le-Guillaume,72334,348
2006,48.182598,-0.129779,Sillé-le-Guillaume,72334,316
2007,48.182598,-0.129779,Sillé-le-Guillaume,72334,301
2008,48.182598,-0.129779,Sillé-le-Guillaume,72334,319
2010,48.182598,-0.129779,Sillé-le-Guillaume,72334,286
2013,48.182598,-0.129779,Sillé-le-Guillaume,72334,405
2015,48.182598,-0.129779,Sillé-le-Guillaume,72334,355
2016,48.182598,-0.129779,Sillé-le-Guillaume,72334,344
2004,48.182598,-0.129779,Sillé-le-Guillaume,72334,337
2016,47.344336,-1.529477,Sucé-sur-Erdre,44201,900
2005,47.889753,0.024352,Suze-sur-Sarthe,72346,373
2006,47.889753,0.024352,Suze-sur-Sarthe,72346,260
2007,47.889753,0.024352,Suze-sur-Sarthe,72346,374
2008,47.889753,0.024352,Suze-sur-Sarthe,72346,427
2010,47.889753,0.024352,Suze-sur-Sarthe,72346,330
2013,47.889753,0.024352,Suze-sur-Sarthe,72346,401
2015,47.889753,0.024352,Suze-sur-Sarthe,72346,474
2004,47.889753,0.024352,Suze-sur-Sarthe,72346,375
2005,47.549904,-2.07792,Sévérac,44196,4
2006,47.549904,-2.07792,Sévérac,44196,9
2007,47.549904,-2.07792,Sévérac,44196,4
2008,47.549904,-2.07792,Sévérac,44196,6
2010,47.549904,-2.07792,Sévérac,44196,4
2013,47.549904,-2.07792,Sévérac,44196,10
2015,47.549904,-2.07792,Sévérac,44196,4
2016,47.549904,-2.07792,Sévérac,44196,3
2004,47.549904,-2.07792,Sévérac,44196,4
2005,48.181639,0.187709,Teillé,72349,16
2006,48.181639,0.187709,Teillé,72349,8
2007,48.181639,0.187709,Teillé,72349,13
2008,48.181639,0.187709,Teillé,72349,37
2010,48.181639,0.187709,Teillé,72349,20
2013,48.181639,0.187709,Teillé,72349,10
2015,48.181639,0.187709,Teillé,72349,4
2004,48.181639,0.187709,Teillé,72349,17
2016,48.181639,0.187709,Teillé,Sarth),72349,24
2005,48.263454,0.686792,Theil,61484,64
2006,48.263454,0.686792,Theil,61484,67
2007,48.263454,0.686792,Theil,61484,75
2008,48.263454,0.686792,Theil,61484,80
2010,48.263454,0.686792,Theil,61484,59
2013,48.263454,0.686792,Theil,61484,66
2015,48.263454,0.686792,Theil,61484,69
2004,48.263454,0.686792,Theil,61484,38
2005,46.974875,-0.216387,Thouars,79329,1
2006,46.974875,-0.216387,Thouars,79329,1
2007,46.974875,-0.216387,Thouars,79329,1
2004,46.974875,-0.216387,Thouars,79329,1
2016,47.267083,-1.441858,Thouaré,44204,609
2005,47.267083,-1.441858,Thouaré-sur-Loire,44204,406
2006,47.267083,-1.441858,Thouaré-sur-Loire,44204,161
2007,47.267083,-1.441858,Thouaré-sur-Loire,44204,344
2008,47.267083,-1.441858,Thouaré-sur-Loire,44204,416
2010,47.267083,-1.441858,Thouaré-sur-Loire,44204,235
2013,47.267083,-1.441858,Thouaré-sur-Loire,44204,838
2015,47.267083,-1.441858,Thouaré-sur-Loire,44204,776
2004,47.267083,-1.441858,Thouaré-sur-Loire,44204,203
2005,47.614379,-0.468059,Tiercé,49347,352
2006,47.614379,-0.468059,Tiercé,49347,284
2007,47.614379,-0.468059,Tiercé,49347,316
2008,47.614379,-0.468059,Tiercé,49347,340
2010,47.614379,-0.468059,Tiercé,49347,443
2013,47.614379,-0.468059,Tiercé,49347,475
2015,47.614379,-0.468059,Tiercé,49347,399
2016,47.614379,-0.468059,Tiercé,49347,385
2004,47.614379,-0.468059,Tiercé,49347,291
2005,47.036872,-1.1161,Torfou,49350,21
2006,47.036872,-1.1161,Torfou,49350,19
2007,47.036872,-1.1161,Torfou,49350,15
2008,47.036872,-1.1161,Torfou,49350,23
2010,47.036872,-1.1161,Torfou,49350,19
2013,47.036872,-1.1161,Torfou,49350,12
2015,47.036872,-1.1161,Torfou,49350,18
2016,47.036872,-1.1161,Torfou,49350,30
2004,47.036872,-1.1161,Torfou,49350,16
2005,47.668362,0.311061,Vaas,72364,86
2006,47.668362,0.311061,Vaas,72364,19
2007,47.668362,0.311061,Vaas,72364,45
2008,47.668362,0.311061,Vaas,72364,19
2010,47.668362,0.311061,Vaas,72364,35
2013,47.668362,0.311061,Vaas,72364,55
2015,47.668362,0.311061,Vaas,72364,28
2016,47.668362,0.311061,Vaas,72364,49
2004,47.668362,0.311061,Vaas,72364,33
2005,47.384242,-1.031204,Varades,44213,207
2006,47.384242,-1.031204,Varades,44213,140
2007,47.384242,-1.031204,Varades,44213,223
2008,47.384242,-1.031204,Varades,44213,271
2010,47.384242,-1.031204,Varades,44213,209
2013,47.384242,-1.031204,Varades,44213,312
2015,47.384242,-1.031204,Varades,44213,249
2004,47.384242,-1.031204,Varades,44213,148
2016,47.384242,-1.031204,Varades-St-Florent Le V,44213,260
2016,47.16793,-1.471839,Vertou ,44215,675
2005,47.16793,-1.471839,Vertou,44215,967
2006,47.16793,-1.471839,Vertou,44215,1139
2007,47.16793,-1.471839,Vertou,44215,879
2008,47.16793,-1.471839,Vertou,44215,636
2010,47.16793,-1.471839,Vertou,44215,584
2013,47.16793,-1.471839,Vertou,44215,637
2015,47.16793,-1.471839,Vertou,44215,875
2004,47.16793,-1.471839,Vertou,44215,698
2005,48.122527,-1.210225,Vitré,35360,690
2006,48.122527,-1.210225,Vitré,35360,708
2007,48.122527,-1.210225,Vitré,35360,729
2008,48.122527,-1.210225,Vitré,35360,683
2010,48.122527,-1.210225,Vitré,35360,810
2013,48.122527,-1.210225,Vitré,35360,1070
2015,48.122527,-1.210225,Vitré,35360,825
2004,48.122527,-1.210225,Vitré,35360,557
2005,48.2332,0.154632,Vivoin,72380,119
2006,48.2332,0.154632,Vivoin,72380,127
2007,48.2332,0.154632,Vivoin,72380,126
2008,48.2332,0.154632,Vivoin,72380,174
2010,48.2332,0.154632,Vivoin,72380,194
2013,48.2332,0.154632,Vivoin,72380,128
2015,48.2332,0.154632,Vivoin,72380,132
2004,48.2332,0.154632,Vivoin,72380,147
2016,48.2332,0.154632,Vivoin-Beaumont,72380,119
2016,47.929376,0.072147,Voivres,72381,86
2005,47.929376,0.072147,Voivres-lès-le-Mans,72381,55
2006,47.929376,0.072147,Voivres-lès-le-Mans,72381,46
2007,47.929376,0.072147,Voivres-lès-le-Mans,72381,63
2008,47.929376,0.072147,Voivres-lès-le-Mans,72381,78
2010,47.929376,0.072147,Voivres-lès-le-Mans,72381,59
2013,47.929376,0.072147,Voivres-lès-le-Mans,72381,68
2015,47.929376,0.072147,Voivres-lès-le-Mans,72381,83
2004,47.929376,0.072147,Voivres-lès-le-Mans,72381,49
2005,48.135904,-0.291563,Voutré,53276,27
2006,48.135904,-0.291563,Voutré,53276,26
2007,48.135904,-0.291563,Voutré,53276,19
2008,48.135904,-0.291563,Voutré,53276,19
2010,48.135904,-0.291563,Voutré,53276,16
2013,48.135904,-0.291563,Voutré,53276,23
2015,48.135904,-0.291563,Voutré,53276,28
2016,48.135904,-0.291563,Voutré,53276,27
2004,48.135904,-0.291563,Voutré,53276,18
2006,47.827836,0.272891,Écommoy,72124,249
2007,47.827836,0.272891,Écommoy,72124,340
2008,47.827836,0.272891,Écommoy,72124,227
2010,47.827836,0.272891,Écommoy,72124,385
2013,47.827836,0.272891,Écommoy,72124,363
2015,47.827836,0.272891,Écommoy,72124,321
2016,47.827836,0.272891,Écommoy,72124,380
2004,47.827836,0.272891,Écommoy,72124,220
2005,47.827836,0.272891,Écommoy,72124,341
2006,47.529129,-0.531338,Écouflant,49129,7
2007,47.529129,-0.531338,Écouflant,49129,4
2008,47.529129,-0.531338,Écouflant,49129,1
2010,47.529129,-0.531338,Écouflant,49129,5
2013,47.529129,-0.531338,Écouflant,49129,14
2015,47.529129,-0.531338,Écouflant,49129,9
2016,47.529129,-0.531338,Écouflant,49129,7
2006,47.65001,-0.445967,Étriché,49132,87
2007,47.65001,-0.445967,Étriché,49132,113
2008,47.65001,-0.445967,Étriché,49132,133
2010,47.65001,-0.445967,Étriché,49132,122
2013,47.65001,-0.445967,Étriché,49132,145
2015,47.65001,-0.445967,Étriché,49132,161
2004,47.65001,-0.445967,Étriché,49132,63
2005,47.65001,-0.445967,Étriché,49132,89
2016,47.65001,-0.445967,Étriché - Châteauneuf,49132,146
2006,48.154954,-0.402774,Évron,53097,411
2007,48.154954,-0.402774,Évron,53097,414
2008,48.154954,-0.402774,Évron,53097,445
2010,48.154954,-0.402774,Évron,53097,454
2013,48.154954,-0.402774,Évron,53097,661
2015,48.154954,-0.402774,Évron,53097,521
2016,48.154954,-0.402774,Évron,53097,569
2004,48.154954,-0.402774,Évron,53097,350
2005,48.154954,-0.402774,Évron,53097,507
